rank,tier,tier_label,object,n_tracklets,tracklets,obs_codes,n_new_obs,arc_extension_days,deepest_dt_years,joint_rms_arcsec,baseline_rms_arcsec,sigma_a_ratio,gates,skybot,ambiguity,provenance,itf_status,pointed_screen,link_keys,why_real
621,C,"single tracklet, named caveat",2025 NC104,1,P116b1c@F51/n59107,F51,3,1749.8,-5.73,0.084213,0.070638,,"strict=Y published=Y tracklet-used=3/3 sep=4.6""/gate=269.0""","lost-object claimant: 2018 BB70 (err 117432.0"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M8,STILL_LIVE,clean,lk62a187d4bec9220a,"3-observation F51 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.084213"" (baseline 0.070638"") with every observation used (3/3); coarse separation 4.6"" inside a 269.0"" gate; extends the published arc by 1750 d. lost-object ambiguity"
622,C,"single tracklet, named caveat",2025 NL23,1,P116jzA@F51/n59108,F51,3,1749.8,-5.73,0.04604,0.040171,,"strict=Y published=Y tracklet-used=3/3 sep=4.3""/gate=1068.0""","lost-object claimant: 2016 HW36 (err 252.07"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M8,STILL_LIVE,clean,lk1e48a467eab92504,"3-observation F51 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.04604"" (baseline 0.040171"") with every observation used (3/3); coarse separation 4.3"" inside a 1068.0"" gate; extends the published arc by 1750 d. lost-object ambiguity"
623,C,"single tracklet, named caveat",2025 MV203,1,P116jr5@F51/n59108,F51,4,1738.8,-5.73,0.052286,0.050267,,"strict=Y published=Y tracklet-used=4/4 sep=2.6""/gate=1068.0""","lost-object claimant: 2014 HT321 (err 20923.1""); 2001 FL214 (err 86819.0"")",RESOLVED_TO_CANDIDATE (2 claimant(s) fitted),M8,STILL_LIVE,clean,lk1917397d0c2257ce,"4-observation F51 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.052286"" (baseline 0.050267"") with every observation used (4/4); coarse separation 2.6"" inside a 1068.0"" gate; extends the published arc by 1739 d. lost-object ambiguity"
624,C,"single tracklet, named caveat",2025 PG106,1,IABG1PU@W84/n59138,W84,37,1736.2,-5.65,0.067159,0.045085,,"strict=Y published=Y tracklet-used=37/37 sep=30.6""/gate=1053.0""","lost-object claimant: 2020 RY68 (err 5339.05"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M8,STILL_LIVE,clean,lk7199b88625b590ac,"37-observation W84 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.067159"" (baseline 0.045085"") with every observation used (37/37); coarse separation 30.6"" inside a 1053.0"" gate; extends the published arc by 1736 d. lost-object ambiguity"
625,C,"single tracklet, named caveat",2025 MJ164,1,C3H7GA2@G96/n59137,G96,4,1710.1,-5.65,0.24318,0.14221,,"strict=Y published=Y tracklet-used=4/4 sep=72.3""/gate=1053.4""","lost-object claimant: 2020 RA67 (err 2254.6"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M9-extension,STILL_LIVE,clean,lk4f686402839ab574,"4-observation G96 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.24318"" (baseline 0.14221"") with every observation used (4/4); coarse separation 72.3"" inside a 1053.4"" gate; extends the published arc by 1710 d. lost-object ambiguity"
626,C,"single tracklet, named caveat",2025 MD249,1,P11fcf3@F51/n59318,F51,3,1528.8,-5.15,0.059717,0.061398,,"strict=Y published=Y tracklet-used=3/3 sep=73.0""/gate=961.5""","lost-object claimant: 2021 GZ144 (err 379720.0"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M9-extension,STILL_LIVE,clean,lk0674705aa91dc74b,"3-observation F51 tracklet 5.2 y from the orbit epoch fits jointly with the object's whole published record at 0.059717"" (baseline 0.061398"") with every observation used (3/3); coarse separation 73.0"" inside a 961.5"" gate; extends the published arc by 1529 d. lost-object ambiguity"
627,C,"single tracklet, named caveat",2025 OY319,1,INUu1Mr@W84/n59348,W84,41,1526.1,-5.07,0.069204,0.058876,,"strict=Y published=Y tracklet-used=41/41 sep=17.3""/gate=238.9""","lost-object claimant: 2022 UG38 (err 76072.0"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M9-extension,STILL_LIVE,clean,lkf1f98c48ee78b4d5,"41-observation W84 tracklet 5.1 y from the orbit epoch fits jointly with the object's whole published record at 0.069204"" (baseline 0.058876"") with every observation used (41/41); coarse separation 17.3"" inside a 238.9"" gate; extends the published arc by 1526 d. lost-object ambiguity"
628,C,"single tracklet, named caveat",2025 MJ119,1,P11fIT0@F51/n59323,F51,3,1523.8,-5.14,0.072318,0.075498,,"strict=Y published=Y tracklet-used=3/3 sep=4.1""/gate=242.0""","lost-object claimant: 2017 PX26 (err 36634.5"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M8,STILL_LIVE,clean,lkd83e9212c3f6d770,"3-observation F51 tracklet 5.1 y from the orbit epoch fits jointly with the object's whole published record at 0.072318"" (baseline 0.075498"") with every observation used (3/3); coarse separation 4.1"" inside a 242.0"" gate; extends the published arc by 1524 d. lost-object ambiguity"
629,C,"single tracklet, named caveat",2025 MJ273,1,P11euHc@F51/n59311,F51,3,1510.1,-5.17,0.091044,0.082835,,"strict=Y published=Y tracklet-used=3/3 sep=12.6""/gate=965.1""","lost-object claimant: 2022 QB80 (err 5268.2"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M8,STILL_LIVE,clean,lka7ab868c93080c84,"3-observation F51 tracklet 5.2 y from the orbit epoch fits jointly with the object's whole published record at 0.091044"" (baseline 0.082835"") with every observation used (3/3); coarse separation 12.6"" inside a 965.1"" gate; extends the published arc by 1510 d. lost-object ambiguity"
630,C,"single tracklet, named caveat",2025 PF40,1,P11gTMG@F51/n59374,F51,2,1499.8,-5.0,0.075453,0.07774,,"strict=Y published=Y tracklet-used=2/2 sep=19.4""/gate=235.6""","lost-object claimant: 2014 QA223 (err 123660.0"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M9-extension,STILL_LIVE,clean,lkf4654ae9c62d4ba9,"2-observation F51 tracklet 5.0 y from the orbit epoch fits jointly with the object's whole published record at 0.075453"" (baseline 0.07774"") with every observation used (2/2); coarse separation 19.4"" inside a 235.6"" gate; extends the published arc by 1500 d. lost-object ambiguity"
631,C,"single tracklet, named caveat",2025 MT152,1,P11gTuQ@F51/n59374,F51,3,1472.9,-5.0,0.078406,0.084371,,"strict=Y published=Y tracklet-used=3/3 sep=7.3""/gate=933.2""","lost-object claimant: 2022 UL81 (err 4685.05"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M8,STILL_LIVE,clean,lkec5d26459e2baf96,"3-observation F51 tracklet 5.0 y from the orbit epoch fits jointly with the object's whole published record at 0.078406"" (baseline 0.084371"") with every observation used (3/3); coarse separation 7.3"" inside a 933.2"" gate; extends the published arc by 1473 d. lost-object ambiguity"
632,C,"single tracklet, named caveat",2025 PK34,1,P11i13v@F51/n59408,F51,4,1465.8,-4.91,0.089172,0.088932,,"strict=Y published=Y tracklet-used=4/4 sep=44.3""/gate=918.1""","lost-object claimant: 2019 BE1 (err 690.2"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M8,STILL_LIVE,clean,lkaa19707df4362b03,"4-observation F51 tracklet 4.9 y from the orbit epoch fits jointly with the object's whole published record at 0.089172"" (baseline 0.088932"") with every observation used (4/4); coarse separation 44.3"" inside a 918.1"" gate; extends the published arc by 1466 d. lost-object ambiguity"
633,C,"single tracklet, named caveat",2025 NX529,1,P11i1SO@F51/n59408,F51,3,1455.8,-4.91,0.097034,0.090665,,"strict=Y published=Y tracklet-used=3/3 sep=82.6""/gate=918.1""","lost-object claimant: 2016 BN145 (err 1288.765"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M9-partitions,STILL_LIVE,clean,lk0dd3e25c608f54e7,"3-observation F51 tracklet 4.9 y from the orbit epoch fits jointly with the object's whole published record at 0.097034"" (baseline 0.090665"") with every observation used (3/3); coarse separation 82.6"" inside a 918.1"" gate; extends the published arc by 1456 d. lost-object ambiguity"
634,C,"single tracklet, named caveat",2025 MP151,1,P11h7XD@F51/n59381,F51,3,1441.1,-4.98,0.11121,0.11188,,"strict=Y published=Y tracklet-used=3/3 sep=15.2""/gate=930.1""","lost-object claimant: 2018 VC199 (err 76076.0"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M8,STILL_LIVE,clean,lk7614c8a7dc3f0aaf,"3-observation F51 tracklet 5.0 y from the orbit epoch fits jointly with the object's whole published record at 0.11121"" (baseline 0.11188"") with every observation used (3/3); coarse separation 15.2"" inside a 930.1"" gate; extends the published arc by 1441 d. lost-object ambiguity"
635,C,"single tracklet, named caveat",2025 NH28,1,C5VV4T2@G96/n59467,G96,4,1391.0,-4.74,0.24607,0.052532,,"strict=Y published=Y tracklet-used=4/4 sep=29.7""/gate=892.1""","lost-object claimant: 2014 EA273 (err 22544.0"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M8,STILL_LIVE,clean,lkdf6ce51b51e37cfd,"4-observation G96 tracklet 4.7 y from the orbit epoch fits jointly with the object's whole published record at 0.24607"" (baseline 0.052532"") with every observation used (4/4); coarse separation 29.7"" inside a 892.1"" gate; extends the published arc by 1391 d. lost-object ambiguity"
636,C,"single tracklet, named caveat",2025 MA287,1,P11jYa8@F51/n59457,F51,3,1389.8,-4.77,0.14308,0.13808,,"strict=Y published=Y tracklet-used=3/3 sep=22.0""/gate=896.4""","nearest other 163.672""",none,M8,STILL_LIVE,clean,lkd006759e45ff48a6,"3-observation F51 tracklet 4.8 y from the orbit epoch fits jointly with the object's whole published record at 0.14308"" (baseline 0.13808"") with every observation used (3/3); coarse separation 22.0"" inside a 896.4"" gate; extends the published arc by 1390 d. joint fit with sibling DEMOTED (M9 section 6): read as weakened"
637,C,"single tracklet, named caveat",2025 MA287,1,P11jYeq@F51/n59457,F51,3,1389.8,-4.77,0.14785,0.13808,,"strict=Y published=Y tracklet-used=3/3 sep=22.0""/gate=896.4""","nearest other 163.518""",none,M8,STILL_LIVE,clean,lk54e5f3be65383584,"3-observation F51 tracklet 4.8 y from the orbit epoch fits jointly with the object's whole published record at 0.14785"" (baseline 0.13808"") with every observation used (3/3); coarse separation 22.0"" inside a 896.4"" gate; extends the published arc by 1390 d. joint fit with sibling DEMOTED (M9 section 6): read as weakened"
638,C,"single tracklet, named caveat",2025 MO153,1,P11kuzv@F51/n59465,F51,3,1381.9,-4.75,0.076472,0.066913,,"strict=Y published=Y tracklet-used=3/3 sep=23.2""/gate=892.9""","lost-object claimant: 2021 QJ34 (err 55189.5"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M8,STILL_LIVE,clean,lk5d22320fa8c34a16,"3-observation F51 tracklet 4.8 y from the orbit epoch fits jointly with the object's whole published record at 0.076472"" (baseline 0.066913"") with every observation used (3/3); coarse separation 23.2"" inside a 892.9"" gate; extends the published arc by 1382 d. lost-object ambiguity"
639,C,"single tracklet, named caveat",2025 NJ267,1,P21m1Ig@F52/n59489,F52,3,1368.8,-4.68,0.065892,0.053243,,"strict=Y published=Y tracklet-used=3/3 sep=7.6""/gate=882.3""","lost-object claimant: 2021 TR148 (err 2195.35"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M8,STILL_LIVE,clean,lk3d1e3bc8595e24e0,"3-observation F52 tracklet 4.7 y from the orbit epoch fits jointly with the object's whole published record at 0.065892"" (baseline 0.053243"") with every observation used (3/3); coarse separation 7.6"" inside a 882.3"" gate; extends the published arc by 1369 d. lost-object ambiguity"
640,C,"single tracklet, named caveat",2025 NN248,1,P11mJf4@F51/n59498,F51,3,1361.9,-4.66,0.097611,0.080612,,"strict=Y published=Y tracklet-used=3/3 sep=13.4""/gate=878.3""","lost-object claimant: 2016 UN167 (err 1045505.0"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M8,STILL_LIVE,clean,lk118b5e055e40e7bb,"3-observation F51 tracklet 4.7 y from the orbit epoch fits jointly with the object's whole published record at 0.097611"" (baseline 0.080612"") with every observation used (3/3); coarse separation 13.4"" inside a 878.3"" gate; extends the published arc by 1362 d. lost-object ambiguity"
641,C,"single tracklet, named caveat",2025 MK167,1,P21mnvq@F52/n59491,F52,3,1355.8,-4.68,0.064021,0.046306,,"strict=Y published=Y tracklet-used=3/3 sep=21.6""/gate=881.4""","lost-object claimant: 2021 TE185 (err 9941.85"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M8,STILL_LIVE,clean,lke6babae7743867d2,"3-observation F52 tracklet 4.7 y from the orbit epoch fits jointly with the object's whole published record at 0.064021"" (baseline 0.046306"") with every observation used (3/3); coarse separation 21.6"" inside a 881.4"" gate; extends the published arc by 1356 d. lost-object ambiguity"
642,C,"single tracklet, named caveat",2025 MD276,1,P11mJ80@F51/n59498,F51,4,1348.7,-4.66,0.088867,0.056843,,"strict=Y published=Y tracklet-used=4/4 sep=30.7""/gate=878.3""","lost-object claimant: 2016 GN135 (err 680515.0"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M8,STILL_LIVE,clean,lk48c2d461833f331b,"4-observation F51 tracklet 4.7 y from the orbit epoch fits jointly with the object's whole published record at 0.088867"" (baseline 0.056843"") with every observation used (4/4); coarse separation 30.7"" inside a 878.3"" gate; extends the published arc by 1349 d. lost-object ambiguity"
643,C,"single tracklet, named caveat",2025 MW323,1,P11mJrG@F51/n59498,F51,3,1348.7,-4.66,0.1105,0.10619,,"strict=Y published=Y tracklet-used=3/3 sep=24.9""/gate=878.3""","lost-object claimant: 2023 HU4 (err 1259.975""); 2021 SE68 (err 12415.55"")",RESOLVED_TO_CANDIDATE (2 claimant(s) fitted),M8,STILL_LIVE,clean,lk4fca4d6f16c1701d,"3-observation F51 tracklet 4.7 y from the orbit epoch fits jointly with the object's whole published record at 0.1105"" (baseline 0.10619"") with every observation used (3/3); coarse separation 24.9"" inside a 878.3"" gate; extends the published arc by 1349 d. lost-object ambiguity"
644,C,"single tracklet, named caveat",2025 OF77,1,P21lXT0@F52/n59489,F52,3,1341.9,-4.68,0.10021,0.096051,,"strict=Y published=Y tracklet-used=3/3 sep=5.5""/gate=140.2""","lost-object claimant: 2021 RC50 (err 2285.1"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M8,STILL_LIVE,clean,lk3df769ba4a25f8a7,"3-observation F52 tracklet 4.7 y from the orbit epoch fits jointly with the object's whole published record at 0.10021"" (baseline 0.096051"") with every observation used (3/3); coarse separation 5.5"" inside a 140.2"" gate; extends the published arc by 1342 d. lost-object ambiguity"
645,C,"single tracklet, named caveat",2025 NB69,1,P11o4ma@F51/n59519,F51,3,1338.9,-4.6,0.091925,0.063627,,"strict=Y published=Y tracklet-used=3/3 sep=46.4""/gate=869.1""","lost-object claimant: 2024 JM36 (err 9705.0"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M9-extension,STILL_LIVE,clean,lk52228c50749a9565,"3-observation F51 tracklet 4.6 y from the orbit epoch fits jointly with the object's whole published record at 0.091925"" (baseline 0.063627"") with every observation used (3/3); coarse separation 46.4"" inside a 869.1"" gate; extends the published arc by 1339 d. lost-object ambiguity"
646,C,"single tracklet, named caveat",2025 NN306,1,P11oTA1@F51/n59529,F51,3,1338.0,-4.57,0.060614,0.033804,,"strict=Y published=Y tracklet-used=3/3 sep=25.9""/gate=864.7""","lost-object claimant: 2020 FG (err 11942.55"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M8,STILL_LIVE,clean,lk85561e8517402d51,"3-observation F51 tracklet 4.6 y from the orbit epoch fits jointly with the object's whole published record at 0.060614"" (baseline 0.033804"") with every observation used (3/3); coarse separation 25.9"" inside a 864.7"" gate; extends the published arc by 1338 d. lost-object ambiguity"
647,C,"single tracklet, named caveat",2025 NX28,1,P11oTGt@F51/n59529,F51,3,1328.9,-4.57,0.044173,0.033054,,"strict=Y published=Y tracklet-used=3/3 sep=46.8""/gate=864.7""","lost-object claimant: 2021 UE124 (err 12881.55"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M9-extension,STILL_LIVE,clean,lk100cd2ae5aec4f95,"3-observation F51 tracklet 4.6 y from the orbit epoch fits jointly with the object's whole published record at 0.044173"" (baseline 0.033054"") with every observation used (3/3); coarse separation 46.8"" inside a 864.7"" gate; extends the published arc by 1329 d. lost-object ambiguity"
648,C,"single tracklet, named caveat",2025 MB202,1,P21nVmm@F52/n59519,F52,3,1328.0,-4.6,0.05737,0.04883,,"strict=Y published=Y tracklet-used=3/3 sep=6.1""/gate=139.9""","lost-object claimant: 2021 TM29 (err 3738.15"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M8,STILL_LIVE,clean,lk37d2c79cd505bbc9,"3-observation F52 tracklet 4.6 y from the orbit epoch fits jointly with the object's whole published record at 0.05737"" (baseline 0.04883"") with every observation used (3/3); coarse separation 6.1"" inside a 139.9"" gate; extends the published arc by 1328 d. lost-object ambiguity"
649,C,"single tracklet, named caveat",2025 MZ321,1,P11ovcr@F51/n59526,F51,3,1320.9,-4.58,0.16953,0.042586,,"strict=Y published=Y tracklet-used=3/3 sep=60.7""/gate=866.0""","lost-object claimant: 2015 HZ385 (err 343860.0"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M9-extension,STILL_LIVE,clean,lk8a36cf3cf6a43104,"3-observation F51 tracklet 4.6 y from the orbit epoch fits jointly with the object's whole published record at 0.16953"" (baseline 0.042586"") with every observation used (3/3); coarse separation 60.7"" inside a 866.0"" gate; extends the published arc by 1321 d. lost-object ambiguity"
650,C,"single tracklet, named caveat",2025 NF134,1,C6TH622@G96/n59548,G96,4,1310.1,-4.52,0.13392,0.074167,,"strict=Y published=Y tracklet-used=4/4 sep=12.0""/gate=225.2""","lost-object claimant: 2014 HD328 (err 2424950.0"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M9-extension,STILL_LIVE,clean,lka467cb4c94993611,"4-observation G96 tracklet 4.5 y from the orbit epoch fits jointly with the object's whole published record at 0.13392"" (baseline 0.074167"") with every observation used (4/4); coarse separation 12.0"" inside a 225.2"" gate; extends the published arc by 1310 d. lost-object ambiguity"
